Date,Region,"New Cases","Total Cases","Confirmed Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths,"Age 19 and Under","Age 20 to 39","Ages 40 to 59","Age 60 to 79","Age 80+"
2020/07/10,North,0,120,120,7,2,0,109,4,,,,,
2020/07/10,"Central (excluding Saskatoon)",2,16,16,4,0,0,11,1,,,,,
2020/07/10,Saskatoon,0,192,192,6,1,1,184,2,,,,,
2020/07/10,"South (excluding Regina)",0,68,68,5,0,0,63,0,,,,,
2020/07/10,Regina,0,80,80,0,0,0,79,1,,,,,
2020/07/10,Total,2,815,815,43,3,1,757,15,118,285,255,136,21
2020/07/11,"Far North",0,339,339,18,0,0,314,7,,,,,
2020/07/11,North,0,120,120,7,1,0,109,4,,,,,
2020/07/11,"Central (excluding Saskatoon)",1,17,17,5,0,0,11,1,,,,,
2020/07/11,Saskatoon,0,192,192,4,1,1,186,2,,,,,
2020/07/11,"South (excluding Regina)",1,69,69,6,0,0,63,0,,,,,
2020/07/11,Regina,0,80,80,0,0,0,79,1,,,,,
2020/07/11,Total,2,817,817,40,2,1,762,15,118,285,255,138,21
2020/07/12,"Far North",0,339,339,17,0,0,315,7,,,,,
2020/07/12,North,0,120,120,7,1,0,109,4,,,,,
2020/07/12,"Central (excluding Saskatoon)",3,20,20,8,0,0,11,1,,,,,
2020/07/12,Saskatoon,5,197,197,9,1,1,186,2,,,,,
2020/07/12,"South (excluding Regina)",13,82,82,19,0,1,63,0,,,,,
2020/07/12,Regina,2,82,82,2,0,0,79,1,,,,,
2020/07/12,Total,23,840,840,62,2,2,763,15,118,294,262,145,21
2020/07/13,"Far North",0,339,339,16,0,0,316,7,,,,,
2020/07/13,North,0,120,120,6,0,0,110,4,,,,,
2020/07/13,"Central (excluding Saskatoon)",27,47,47,35,0,0,11,1,,,,,
2020/07/13,Saskatoon,1,198,198,9,1,1,187,2,,,,,
2020/07/13,"South (excluding Regina)",1,83,83,20,0,1,63,0,,,,,
2020/07/13,Regina,2,84,84,4,0,0,79,1,,,,,
2020/07/13,Total,31,871,871,90,1,2,766,15,121,309,269,149,23
2020/07/14,"Far North",0,339,339,6,0,0,326,7,,,,,
2020/07/14,North,0,120,120,3,0,0,113,4,,,,,
2020/07/14,"Central (excluding Saskatoon)",3,50,50,35,0,0,14,1,,,,,
2020/07/14,Saskatoon,1,199,199,9,4,1,188,2,,,,,
2020/07/14,"South (excluding Regina)",0,83,83,18,0,1,65,0,,,,,
2020/07/14,Regina,1,85,85,5,0,0,79,1,,,,,
2020/07/14,Total,5,876,876,76,4,2,785,15,121,310,270,151,24
2020/07/15,"Far North",0,339,339,6,0,0,326,7,,,,,
2020/07/15,North,0,120,120,2,0,0,114,4,,,,,
2020/07/15,"Central (excluding Saskatoon)",3,53,53,35,0,0,17,1,,,,,
2020/07/15,Saskatoon,1,200,200,9,5,1,189,2,,,,,
2020/07/15,"South (excluding Regina)",1,84,84,18,1,1,66,0,,,,,
2020/07/15,Regina,0,85,85,5,0,0,79,1,,,,,
2020/07/15,Total,5,881,881,75,6,2,791,15,122,310,271,153,25
2020/07/16,"Far North",0,339,339,4,0,0,328,7,,,,,
2020/07/16,North,1,121,121,3,1,0,114,4,,,,,
2020/07/16,"Central (excluding Saskatoon)",6,59,59,40,0,0,18,1,,,,,
2020/07/16,Saskatoon,4,204,204,13,7,1,189,2,,,,,
2020/07/16,"South (excluding Regina)",31,115,115,49,1,1,66,0,,,,,
2020/07/16,Regina,0,85,85,5,0,0,79,1,,,,,
2020/07/16,Total,42,923,923,114,9,2,794,15,130,321,285,161,26
2020/07/17,"Far North",1,340,340,4,0,0,329,7,,,,,
2020/07/17,North,1,122,122,4,1,0,114,4,,,,,
2020/07/17,"Central (excluding Saskatoon)",8,67,67,51,1,0,15,1,,,,,
2020/07/17,Saskatoon,0,204,204,13,7,0,189,2,,,,,
2020/07/17,"South (excluding Regina)",1,116,116,49,2,1,67,0,,,,,
2020/07/17,Regina,2,87,87,7,0,0,79,1,,,,,
2020/07/17,Total,13,936,936,128,11,1,793,15,130,323,292,163,28
2020/07/18,"Far North",0,340,340,4,0,0,329,7,,,,,
2020/07/18,North,1,123,123,5,1,0,114,4,,,,,
2020/07/18,"Central (excluding Saskatoon)",1,68,68,52,0,0,15,1,,,,,
2020/07/18,Saskatoon,1,205,205,13,5,1,190,2,,,,,
2020/07/18,"South (excluding Regina)",3,118,118,47,0,1,71,0,,,,,
2020/07/18,Regina,0,87,87,7,0,0,79,1,,,,,
2020/07/18,Total,6,941,941,128,6,2,798,15,131,323,295,164,28
2020/07/19,"Far North",0,340,340,4,0,0,329,7,,,,,
2020/07/19,North,0,123,123,4,1,0,115,4,,,,,
2020/07/19,"Central (excluding Saskatoon)",4,72,72,56,0,0,15,1,,,,,
2020/07/19,Saskatoon,1,206,206,14,5,2,190,2,,,,,
2020/07/19,"South (excluding Regina)",0,115,115,44,3,1,71,0,,,,,
2020/07/19,Regina,0,87,87,7,0,0,79,1,,,,,
2020/07/19,Total,5,943,943,129,9,3,799,15,131,325,297,162,28
2020/07/20,"Far North",0,340,340,4,0,0,329,7,,,,,
2020/07/20,North,1,124,124,5,1,0,115,4,,,,,
2020/07/20,"Central (excluding Saskatoon)",8,80,80,63,0,0,16,1,,,,,
2020/07/20,Saskatoon,5,211,211,19,5,2,190,2,,,,,
2020/07/20,"South (excluding Regina)",5,120,120,47,1,1,73,0,,,,,
2020/07/20,Regina,0,87,87,7,0,0,79,1,,,,,
2020/07/20,Total,19,962,962,145,7,3,802,15,133,331,300,167,31
2020/07/21,"Far North",2,342,342,6,0,0,329,7,,,,,
2020/07/21,North,0,124,124,4,1,0,116,4,,,,,
2020/07/21,"Central (excluding Saskatoon)",2,82,82,60,0,0,21,1,,,,,
2020/07/21,Saskatoon,1,212,212,19,7,2,191,2,,,,,
2020/07/21,"South (excluding Regina)",3,123,123,46,1,1,77,0,,,,,
2020/07/21,Regina,0,87,87,7,0,0,79,1,,,,,
2020/07/21,Total,8,970,970,142,9,3,813,15,133,333,304,168,32
2020/07/22,"Far North",2,344,344,8,0,0,329,7,,,,,
2020/07/22,North,1,125,125,5,2,0,116,4,,,,,
2020/07/22,"Central (excluding Saskatoon)",3,85,85,57,0,0,27,1,,,,,
2020/07/22,Saskatoon,4,216,216,22,6,2,192,2,,,,,
2020/07/22,"South (excluding Regina)",50,173,173,93,2,1,80,0,,,,,
2020/07/22,Regina,0,87,87,5,0,0,81,1,,,,,
2020/07/22,Total,60,1030,1030,190,10,3,825,15,154,349,320,174,33
2020/07/23,"Far North",3,347,347,11,0,0,329,7,,,,,
2020/07/23,North,3,128,128,8,2,0,115,5,,,,,
2020/07/23,"Central (excluding Saskatoon)",11,96,96,60,0,0,35,1,,,,,
2020/07/23,Saskatoon,2,218,218,24,5,3,192,2,,,,,
2020/07/23,"South (excluding Regina)",23,196,196,111,1,1,85,0,,,,,
2020/07/23,Regina,0,87,87,4,1,0,82,1,,,,,
2020/07/23,Total,42,1072,1072,218,9,4,838,16,161,359,335,183,34
2020/07/24,"Far North",0,347,347,10,0,0,330,7,,,,,
2020/07/24,North,1,129,129,9,1,0,115,5,,,,,
2020/07/24,"Central (excluding Saskatoon)",1,97,97,56,1,0,40,1,,,,,
2020/07/24,Saskatoon,0,218,218,23,5,3,193,2,,,,,
2020/07/24,"South (excluding Regina)",24,220,220,132,2,1,88,0,,,,,
2020/07/24,Regina,1,88,88,5,1,0,82,1,,,,,
2020/07/24,Total,27,1099,1099,235,10,4,848,16,169,364,345,187,34
2020/07/25,"Far North",0,347,347,10,0,0,330,7,,,,,
2020/07/25,North,0,129,129,9,0,0,115,5,,,,,
2020/07/25,"Central (excluding Saskatoon)",23,120,120,74,1,0,45,1,,,,,
2020/07/25,Saskatoon,1,219,219,22,5,3,195,2,,,,,
2020/07/25,"South (excluding Regina)",13,233,233,140,2,0,93,0,,,,,
2020/07/25,Regina,0,88,88,3,1,1,84,1,,,,,
2020/07/25,Total,37,1136,1136,258,9,4,862,16,170,379,356,196,35
2020/07/26,"Far North",0,347,347,10,0,0,330,7,,,,,
2020/07/26,North,2,131,131,11,0,0,115,5,,,,,
2020/07/26,"Central (excluding Saskatoon)",8,128,128,80,2,0,47,1,,,,,
2020/07/26,Saskatoon,10,229,229,32,4,3,195,2,,,,,
2020/07/26,"South (excluding Regina)",22,255,255,153,2,0,102,0,,,,,
2020/07/26,Regina,0,88,88,3,1,1,84,1,,,,,
2020/07/26,Total,42,1178,1178,289,9,4,873,16,176,394,368,203,37
2020/07/27,"Far North",0,347,347,10,0,0,330,7,,,,,
2020/07/27,North,3,134,134,14,0,0,115,5,,,,,
2020/07/27,"Central (excluding Saskatoon)",10,138,138,86,3,0,51,1,,,,,
2020/07/27,Saskatoon,8,237,237,37,4,3,198,2,,,,,
2020/07/27,"South (excluding Regina)",9,264,264,156,2,0,108,0,,,,,
2020/07/27,Regina,0,88,88,3,1,1,84,1,,,,,
2020/07/27,Total,31,1209,1209,307,10,4,886,16,183,403,376,208,39
2020/07/28,"Far North",0,347,347,6,0,0,334,7,,,,,
2020/07/28,North,2,136,136,14,0,0,117,5,,,,,
2020/07/28,"Central (excluding Saskatoon)",1,139,139,80,2,0,58,1,,,,,
2020/07/28,Saskatoon,2,239,239,36,3,3,201,2,,,,,
2020/07/28,"South (excluding Regina)",3,267,267,154,2,0,112,1,,,,,
2020/07/28,Regina,1,89,89,3,1,2,85,1,,,,,
2020/07/28,Total,9,1218,1218,294,8,5,907,17,185,404,378,212,39
2020/07/29,"Far North",0,347,347,6,0,0,334,7,,,,,
2020/07/29,North,44,180,180,58,0,0,117,5,,,,,
2020/07/29,"Central (excluding Saskatoon)",1,140,140,78,2,0,61,1,,,,,
2020/07/29,Saskatoon,0,239,239,31,3,3,206,2,,,,,
2020/07/29,"South (excluding Regina)",3,270,270,143,4,0,126,1,,,,,
2020/07/29,Regina,2,91,91,5,1,2,85,1,,,,,
2020/07/29,Total,50,1268,1268,322,10,5,929,17,202,416,394,215,41
2020/07/30,"Far North",1,348,348,5,0,0,336,7,,,,,
2020/07/30,North,12,192,192,66,0,0,121,5,,,,,
2020/07/30,"Central (excluding Saskatoon)",14,154,154,80,1,0,73,1,,,,,
2020/07/30,Saskatoon,5,244,244,29,3,3,213,2,,,,,
2020/07/30,"South (excluding Regina)",6,276,276,119,4,0,155,2,,,,,
2020/07/30,Regina,0,91,91,4,1,2,86,1,,,,,
2020/07/30,Total,38,1306,1306,304,9,5,984,18,208,421,412,219,46
2020/07/31,"Far North",1,348,348,5,0,0,336,7,,,,,
2020/07/31,North,0,193,193,62,0,1,126,5,,,,,
2020/07/31,"Central (excluding Saskatoon)",6,160,160,83,1,0,76,1,,,,,
2020/07/31,Saskatoon,1,245,245,30,3,3,213,2,,,,,
2020/07/31,"South (excluding Regina)",6,282,282,109,4,0,171,2,,,,,
2020/07/31,Regina,0,91,91,4,1,2,86,1,,,,,
2020/07/31,Total,14,1319,1319,304,9,6,1008,18,210,425,416,222,46
2020/08/01,"Far North",0,348,348,5,0,0,336,7,,,,,
2020/08/01,North,4,197,197,47,0,1,145,5,,,,,
2020/08/01,"Central (excluding Saskatoon)",0,160,160,80,1,0,79,1,,,,,
2020/08/01,Saskatoon,3,248,248,30,4,3,216,2,,,,,
2020/08/01,"South (excluding Regina)",7,289,289,95,2,0,192,2,,,,,
2020/08/01,Regina,1,92,92,5,1,2,86,1,,,,,
2020/08/01,Total,15,1334,1334,262,8,6,1054,18,212,429,419,227,47
2020/08/02,"Far North",0,348,348,5,0,0,336,7,,,,,
2020/08/02,North,1,198,198,48,0,1,145,5,,,,,
2020/08/02,"Central (excluding Saskatoon)",1,161,161,76,1,0,84,1,,,,,
2020/08/02,Saskatoon,2,250,250,32,5,4,216,2,,,,,
2020/08/02,"South (excluding Regina)",3,292,292,87,4,0,203,2,,,,,
2020/08/02,Regina,1,93,93,6,1,2,86,1,,,,,
2020/08/02,Total,8,1342,1342,254,11,7,1070,18,212,430,421,230,49
2020/08/03,"Far North",0,348,348,4,0,0,337,7,,,,,
2020/08/03,North,4,202,202,49,0,0,148,5,,,,,
2020/08/03,"Central (excluding Saskatoon)",5,166,166,81,0,0,84,1,,,,,
2020/08/03,Saskatoon,0,250,250,29,5,4,219,2,,,,,
2020/08/03,"South (excluding Regina)",6,298,298,82,3,0,214,2,,,,,
2020/08/03,Regina,2,95,95,7,1,2,87,1,,,,,
2020/08/03,Total,17,1359,1359,252,9,6,1089,18,213,435,425,236,50
2020/08/04,"Far North",0,348,348,4,0,0,337,7,,,,,
2020/08/04,North,2,204,204,52,0,0,147,5,,,,,
2020/08/04,"Central (excluding Saskatoon)",0,166,166,81,0,0,84,1,,,,,
2020/08/04,Saskatoon,2,252,252,29,3,5,221,2,,,,,
2020/08/04,"South (excluding Regina)",1,299,299,77,3,0,220,2,,,,,
2020/08/04,Regina,4,99,99,10,1,2,88,1,,,,,
2020/08/04,Total,9,1368,1368,253,7,7,1097,18,213,437,427,241,50
2020/08/05,"Far North",0,348,348,4,0,0,337,7,,,,,
2020/08/05,North,3,207,207,48,0,1,154,5,,,,,
2020/08/05,"Central (excluding Saskatoon)",1,167,167,72,1,0,94,1,,,,,
2020/08/05,Saskatoon,2,254,254,25,3,5,227,2,,,,,
2020/08/05,"South (excluding Regina)",0,299,299,63,2,0,234,2,,,,,
2020/08/05,Regina,2,101,101,13,1,2,87,1,,,,,
2020/08/05,Total,8,1376,1376,225,7,8,1133,18,213,439,432,242,50
2020/08/06,"Far North",0,348,348,2,0,0,339,7,,,,,
2020/08/06,North,0,207,207,45,0,1,157,5,,,,,
2020/08/06,"Central (excluding Saskatoon)",0,167,167,63,1,0,103,1,,,,,
2020/08/06,Saskatoon,1,255,255,23,3,4,230,2,,,,,
2020/08/06,"South (excluding Regina)",10,309,309,59,2,0,247,3,,,,,
2020/08/06,Regina,0,101,101,12,1,1,88,1,,,,,
2020/08/06,Total,11,1387,1387,204,7,6,1164,19,218,441,435,243,50
2020/08/07,"Far North",0,348,348,1,0,0,340,7,,,,,
2020/08/07,North,1,208,208,28,0,1,175,5,,,,,
2020/08/07,"Central (excluding Saskatoon)",0,167,167,52,1,0,114,1,,,,,
2020/08/07,Saskatoon,3,258,258,16,4,3,240,2,,,,,
2020/08/07,"South (excluding Regina)",15,323,323,55,3,0,264,4,,,,,
2020/08/07,Regina,4,105,105,16,1,0,88,1,,,,,
2020/08/07,Total,23,1409,1409,168,9,4,1221,20,226,446,445,243,49
2020/08/08,"Far North",0,348,348,1,0,0,340,7,,,,,
2020/08/08,North,3,211,211,22,0,1,184,5,,,,,
2020/08/08,"Central (excluding Saskatoon)",0,167,167,47,0,0,119,1,,,,,
2020/08/08,Saskatoon,3,261,261,14,3,4,245,2,,,,,
2020/08/08,"South (excluding Regina)",6,329,329,56,4,0,269,4,,,,,
2020/08/08,Regina,11,116,116,27,1,0,88,1,,,,,
2020/08/08,Total,24,1433,1433,168,8,5,1245,20,228,453,452,249,51
2020/08/09,"Far North",0,348,348,1,0,0,340,7,,,,,
2020/08/09,North,1,212,212,23,0,1,184,5,,,,,
2020/08/09,"Central (excluding Saskatoon)",1,168,168,44,0,0,123,1,,,,,
2020/08/09,Saskatoon,1,261,261,13,3,4,246,2,,,,,
2020/08/09,"South (excluding Regina)",6,334,334,55,3,1,275,4,,,,,
2020/08/09,Regina,5,121,121,31,1,0,89,1,,,,,
2020/08/09,Total,15,1445,1445,168,7,6,1257,20,229,458,456,248,54
2020/08/10,"Far North",0,348,348,1,0,0,340,7,,,,,
2020/08/10,North,0,212,212,23,0,1,184,5,,,,,
2020/08/10,"Central (excluding Saskatoon)",0,168,168,41,0,0,126,1,,,,,
2020/08/10,Saskatoon,1,262,262,14,3,3,246,2,,,,,
2020/08/10,"South (excluding Regina)",1,335,335,53,4,1,278,4,,,,,
2020/08/10,Regina,3,124,124,32,1,0,91,1,,,,,
2020/08/10,Total,5,1450,1450,165,8,5,1265,20,230,459,459,248,54
2020/08/11,"Far North",0,348,348,1,0,0,340,7,,,,,
2020/08/11,North,0,212,212,16,0,1,191,5,,,,,
2020/08/11,"Central (excluding Saskatoon)",1,169,169,30,0,0,138,1,,,,,
2020/08/11,Saskatoon,17,279,279,30,3,3,247,2,,,,,
2020/08/11,"South (excluding Regina)",7,342,342,51,2,1,287,4,,,,,
2020/08/11,Regina,4,128,128,36,1,0,91,1,,,,,
2020/08/11,Total,29,1479,1479,165,6,5,1294,20,236,465,471,253,54
2020/08/12,"Far North",0,348,348,1,0,0,340,7,,,,,
2020/08/12,North,1,213,213,13,0,1,195,5,,,,,
2020/08/12,"Central (excluding Saskatoon)",0,169,169,17,0,0,151,1,,,,,
2020/08/12,Saskatoon,0,279,279,29,3,3,248,2,,,,,
2020/08/12,"South (excluding Regina)",0,342,342,49,1,1,289,4,,,,,
2020/08/12,Regina,4,132,132,40,1,0,91,1,,,,,
2020/08/12,Total,5,1484,1484,150,5,5,1314,20,239,467,471,253,54
2020/08/13,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/13,North,0,213,213,12,1,1,196,5,,,,,
2020/08/13,"Central (excluding Saskatoon)",0,169,169,15,0,0,153,1,,,,,
2020/08/13,Saskatoon,3,282,282,30,3,3,250,2,,,,,
2020/08/13,"South (excluding Regina)",22,364,364,66,0,1,294,4,,,,,
2020/08/13,Regina,2,134,134,42,1,0,91,1,,,,,
2020/08/13,Total,27,1511,1511,166,5,5,1325,20,246,479,476,253,55
2020/08/14,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/14,North,1,214,214,7,1,1,202,5,,,,,
2020/08/14,"Central (excluding Saskatoon)",0,169,169,13,0,0,155,1,,,,,
2020/08/14,Saskatoon,0,282,282,27,3,3,253,2,,,,,
2020/08/14,"South (excluding Regina)",29,393,393,84,0,1,305,4,,,,,
2020/08/14,Regina,0,134,134,42,1,0,91,1,,,,,
2020/08/14,Total,30,1541,1541,174,5,5,1347,20,252,486,486,262,55
2020/08/15,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/15,North,15,229,229,20,0,1,204,5,,,,,
2020/08/15,"Central (excluding Saskatoon)",2,171,171,13,0,0,157,1,,,,,
2020/08/15,Saskatoon,2,284,284,28,2,3,254,2,,,,,
2020/08/15,"South (excluding Regina)",6,399,399,86,0,1,308,5,,,,,
2020/08/15,Regina,0,134,134,41,1,0,92,1,,,,,
2020/08/15,Total,25,1566,1566,189,3,5,1356,21,257,498,488,268,55
2020/08/16,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/16,North,1,230,230,20,0,0,204,6,,,,,
2020/08/16,"Central (excluding Saskatoon)",1,172,172,13,0,0,158,1,,,,,
2020/08/16,Saskatoon,3,287,287,27,1,4,258,2,,,,,
2020/08/16,"South (excluding Regina)",10,409,409,92,2,0,312,5,,,,,
2020/08/16,Regina,0,134,134,41,1,0,92,1,,,,,
2020/08/16,Total,15,1580,1580,193,4,4,1365,22,259,504,491,271,55
2020/08/17,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/17,North,0,230,230,20,0,0,204,6,,,,,
2020/08/17,"Central (excluding Saskatoon)",0,172,172,11,0,0,160,1,,,,,
2020/08/17,Saskatoon,0,287,287,24,1,4,261,2,,,,,
2020/08/17,"South (excluding Regina)",1,410,410,82,2,0,323,5,,,,,
2020/08/17,Regina,0,134,134,35,1,0,98,1,,,,,
2020/08/17,Total,1,1581,1581,172,4,4,1387,22,259,505,491,271,55
2020/08/18,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/18,North,0,230,230,20,0,0,204,6,,,,,
2020/08/18,"Central (excluding Saskatoon)",0,172,172,11,0,0,160,1,,,,,
2020/08/18,Saskatoon,1,288,288,23,1,4,263,2,,,,,
2020/08/18,"South (excluding Regina)",0,410,410,75,2,0,330,5,,,,,
2020/08/18,Regina,0,134,134,28,1,0,105,1,,,,,
2020/08/18,Total,1,1582,1582,157,4,4,1403,22,259,505,491,272,55
2020/08/19,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/19,North,2,232,232,22,0,0,204,6,,,,,
2020/08/19,"Central (excluding Saskatoon)",0,172,172,11,0,0,160,1,,,,,
2020/08/19,Saskatoon,0,288,288,19,1,4,267,2,,,,,
2020/08/19,"South (excluding Regina)",2,412,412,74,2,0,333,5,,,,,
2020/08/19,Regina,0,134,134,28,0,0,105,1,,,,,
2020/08/19,Total,4,1586,1586,154,3,4,1410,22,259,506,492,274,55
2020/08/20,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/20,North,0,232,232,22,0,0,204,6,,,,,
2020/08/20,"Central (excluding Saskatoon)",0,172,172,11,0,0,160,1,,,,,
2020/08/20,Saskatoon,1,289,289,20,1,4,267,2,,,,,
2020/08/20,"South (excluding Regina)",3,415,415,75,0,0,335,5,,,,,
2020/08/20,Regina,0,134,134,21,0,0,112,1,,,,,
2020/08/20,Total,4,1590,1590,149,1,4,1419,22,260,509,492,274,55
2020/08/21,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/21,North,3,235,235,23,0,0,206,6,,,,,
2020/08/21,"Central (excluding Saskatoon)",0,172,172,9,0,0,162,1,,,,,
2020/08/21,Saskatoon,1,290,290,16,1,4,272,2,,,,,
2020/08/21,"South (excluding Regina)",2,416,416,66,0,0,345,5,,,,,
2020/08/21,Regina,0,134,134,20,0,0,113,1,,,,,
2020/08/21,Total,6,1595,1595,134,1,4,1439,22,261,513,491,275,55
2020/08/22,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/22,North,0,235,235,22,0,0,207,6,,,,,
2020/08/22,"Central (excluding Saskatoon)",0,172,172,8,0,0,163,1,,,,,
2020/08/22,Saskatoon,1,291,291,13,1,4,276,2,,,,,
2020/08/22,"South (excluding Regina)",1,417,417,60,0,0,352,5,,,,,
2020/08/22,Regina,0,134,134,14,0,0,119,1,,,,,
2020/08/22,Total,2,1597,1597,117,1,4,1458,22,261,514,491,275,56
2020/08/23,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/23,North,1,236,236,23,0,0,207,6,,,,,
2020/08/23,"Central (excluding Saskatoon)",0,172,172,8,0,0,163,1,,,,,
2020/08/23,Saskatoon,0,291,291,7,1,4,282,2,,,,,
2020/08/23,"South (excluding Regina)",1,418,418,54,0,0,359,5,,,,,
2020/08/23,Regina,1,135,135,14,0,0,120,1,,,,,
2020/08/23,Total,3,1600,1600,106,1,4,1472,22,261,515,492,276,56
2020/08/24,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/24,North,3,238,238,24,0,0,208,6,,,,,
2020/08/24,"Central (excluding Saskatoon)",0,172,172,5,0,0,166,1,,,,,
2020/08/24,Saskatoon,0,291,291,6,1,4,283,2,,,,,
2020/08/24,"South (excluding Regina)",0,418,418,49,0,0,364,5,,,,,
2020/08/24,Regina,0,135,135,14,0,0,120,1,,,,,
2020/08/24,Total,3,1602,1602,98,1,4,1482,22,262,516,492,276,56
2020/08/25,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/25,North,0,237,237,23,0,0,208,6,,,,,
2020/08/25,"Central (excluding Saskatoon)",0,172,172,4,0,0,166,2,,,,,
2020/08/25,Saskatoon,0,291,291,5,1,3,284,2,,,,,
2020/08/25,"South (excluding Regina)",0,418,418,46,0,0,367,5,,,,,
2020/08/25,Regina,0,135,135,10,0,0,124,1,,,,,
2020/08/25,Total,0,1601,1601,88,1,3,1490,23,262,515,492,276,56
2020/08/26,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/26,North,0,237,237,7,0,0,224,6,,,,,
2020/08/26,"Central (excluding Saskatoon)",0,172,172,4,0,0,166,2,,,,,
2020/08/26,Saskatoon,3,294,294,8,1,2,284,2,,,,,
2020/08/26,"South (excluding Regina)",0,418,418,36,0,0,376,6,,,,,
2020/08/26,Regina,0,135,135,5,0,0,129,1,,,,,
2020/08/26,Total,3,1604,1604,60,1,2,1520,24,264,516,492,276,56
2020/08/27,"Far North",0,348,348,0,0,0,341,7,,,,,
2020/08/27,North,3,240,240,10,0,0,224,6,,,,,
2020/08/27,"Central (excluding Saskatoon)",0,172,172,4,0,0,166,2,,,,,
2020/08/27,Saskatoon,2,296,296,10,1,2,284,2,,,,,
2020/08/27,"South (excluding Regina)",0,418,418,29,0,0,383,6,,,,,
2020/08/27,Regina,0,135,135,5,0,0,129,1,,,,,
2020/08/27,Total,5,1609,1609,58,1,2,1527,24,266,517,492,277,57
2020/08/28,"Far North",1,349,349,1,0,0,341,7,,,,,
2020/08/28,North,0,240,240,8,0,0,226,6,,,,,
2020/08/28,"Central (excluding Saskatoon)",0,172,172,2,0,0,168,2,,,,,
2020/08/28,Saskatoon,1,297,297,8,1,2,287,2,,,,,
2020/08/28,"South (excluding Regina)",0,418,418,24,0,0,388,6,,,,,
2020/08/28,Regina,0,135,135,1,0,0,133,1,,,,,
2020/08/28,Total,2,1611,1611,44,1,2,1543,24,266,518,493,277,57
2020/08/29,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/08/29,North,0,240,240,8,0,0,226,6,,,,,
2020/08/29,"Central (excluding Saskatoon)",0,172,172,2,0,0,168,2,,,,,
2020/08/29,Saskatoon,2,299,299,10,1,2,287,2,,,,,
2020/08/29,"South (excluding Regina)",2,420,420,21,0,0,393,6,,,,,
2020/08/29,Regina,0,135,135,1,0,0,133,1,,,,,
2020/08/29,Total,4,1615,1615,43,1,2,1548,24,267,519,494,277,58
2020/08/30,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/08/30,North,0,240,240,8,0,0,226,6,,,,,
2020/08/30,"Central (excluding Saskatoon)",0,172,172,2,0,0,168,2,,,,,
2020/08/30,Saskatoon,0,299,299,10,1,2,287,2,,,,,
2020/08/30,"South (excluding Regina)",0,420,420,20,0,0,394,6,,,,,
2020/08/30,Regina,0,135,135,1,0,0,133,1,,,,,
2020/08/30,Total,0,1615,1615,42,1,2,1549,24,267,519,494,277,58
2020/08/31,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/08/31,North,0,240,240,8,0,0,226,6,,,,,
2020/08/31,"Central (excluding Saskatoon)",1,173,173,3,0,0,168,2,,,,,
2020/08/31,Saskatoon,1,300,300,11,1,2,287,2,,,,,
2020/08/31,"South (excluding Regina)",2,422,422,10,0,0,406,6,,,,,
2020/08/31,Regina,0,135,135,1,0,0,133,1,,,,,
2020/08/31,Total,4,1619,1619,34,1,2,1561,24,269,521,494,277,58
2020/09/01,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/01,North,1,241,241,6,0,0,229,6,,,,,
2020/09/01,"Central (excluding Saskatoon)",0,173,173,3,0,0,168,2,,,,,
2020/09/01,Saskatoon,1,301,301,12,1,2,287,2,,,,,
2020/09/01,"South (excluding Regina)",0,422,422,7,0,0,409,6,,,,,
2020/09/01,Regina,0,135,135,1,0,0,133,1,,,,,
2020/09/01,Total,3,1622,1622,31,1,2,1567,24,269,523,495,277,58
2020/09/02,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/02,North,0,242,242,6,0,0,230,6,,,,,
2020/09/02,"Central (excluding Saskatoon)",1,174,174,4,0,0,168,2,,,,,
2020/09/02,Saskatoon,0,301,301,11,1,1,288,2,,,,,
2020/09/02,"South (excluding Regina)",1,423,423,7,0,0,410,6,,,,,
2020/09/02,Regina,0,135,135,0,0,0,134,1,,,,,
2020/09/02,Total,2,1624,1624,29,1,1,1571,24,269,523,497,277,58
2020/09/03,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/03,North,1,243,243,5,0,0,232,6,,,,,
2020/09/03,"Central (excluding Saskatoon)",2,176,176,5,0,0,169,2,,,,,
2020/09/03,Saskatoon,6,307,307,17,1,1,288,2,,,,,
