Timestamp,Site,Cyclists-Northbound,Cyclists-Southbound,Cyclists-Eastbound,Cyclists-Westbound,Cyclists-Total,Pedestrians-Northbound,Pedestrians-Southbound,Pedestrians-Eastbound,Pedestrians-Westbound,Pedestrians-Total,All-Northbound,All-Southbound,All-Eastbound,All-Westbound,All-Total,Location
04/30/2020 07:00:00 PM,B - Lyndale & S of Highfield,7,12,,,19,20,16,,,36,27,28,,,55,POINT (-97.135257 49.875265)
05/06/2020 02:00:00 PM,C - Kildonan & N of Helmsdale,4,1,,,5,14,2,,,16,18,3,,,21,POINT (-97.1088 49.930400000000006)
04/29/2020 12:45:00 PM,B - Wellington & W of Oak,,,21,21,42,,,41,33,74,,,62,54,116,POINT (-97.18031 49.876514)
04/29/2020 05:30:00 PM,B - Wellington & W of Oak,,,60,44,104,,,32,27,59,,,92,71,163,POINT (-97.18031 49.876514)
05/12/2020 06:00:00 PM,C - Kilkenny & N of Burgess,8,10,,,18,0,1,,,1,8,11,,,19,POINT (-97.1394 49.7851)
05/01/2020 01:00:00 AM,B - Lyndale & S of Highfield,2,0,,,2,1,0,,,1,3,0,,,3,POINT (-97.135257 49.875265)
05/15/2020 06:00:00 AM,B - Egerton & N of Clonard,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1 49.8666)
05/12/2020 06:30:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,3,1,4,,,3,1,4,POINT (-97.116 49.8636)
05/05/2020 12:00:00 PM,B - Wolseley & E of Garfield,,,7,9,16,,,10,15,25,,,17,24,41,POINT (-97.177 49.8796)
04/29/2020 03:00:00 PM,B - Wellington & W of Oak,,,39,42,81,,,34,36,70,,,73,78,151,POINT (-97.18031 49.876514)
05/06/2020 10:45:00 AM,C - Kildonan & N of Helmsdale,1,0,,,1,5,2,,,7,6,2,,,8,POINT (-97.1088 49.930400000000006)
05/05/2020 07:45:00 PM,C - St. Cross & N of Anderson,5,11,,,16,13,2,,,15,18,13,,,31,POINT (-97.123 49.9202)
05/06/2020 01:00:00 PM,C - Kildonan & N of Helmsdale,6,5,,,11,2,6,,,8,8,11,,,19,POINT (-97.1088 49.930400000000006)
05/15/2020 08:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,1,1,2,,,1,1,2,POINT (-97.3003 49.8657)
05/12/2020 01:15:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/05/2020 07:00:00 PM,B - Scotia & N of Seven Oaks,18,6,,,24,8,6,,,14,26,12,,,38,POINT (-97.1135 49.9313)
05/12/2020 05:30:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/12/2020 12:15:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.1367 49.7926)
05/05/2020 07:45:00 PM,A - Scotia & S of Armstrong,2,6,,,8,4,6,,,10,6,12,,,18,POINT (-97.1042 49.9405)
05/06/2020 03:30:00 PM,C - Kildonan & N of Helmsdale,1,4,,,5,9,4,,,13,10,8,,,18,POINT (-97.1088 49.930400000000006)
05/06/2020 04:00:00 AM,B - Wolseley & E of Garfield,,,0,2,2,,,0,0,0,,,0,2,2,POINT (-97.177 49.8796)
05/06/2020 10:30:00 AM,B - Scotia & N of Seven Oaks,6,1,,,7,5,3,,,8,11,4,,,15,POINT (-97.1135 49.9313)
05/06/2020 09:45:00 AM,B - Scotia & N of Seven Oaks,3,0,,,3,3,3,,,6,6,3,,,9,POINT (-97.1135 49.9313)
05/12/2020 04:00:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/30/2020 07:30:00 PM,B - Lyndale & S of Highfield,21,7,,,28,20,12,,,32,41,19,,,60,POINT (-97.135257 49.875265)
04/30/2020 07:15:00 PM,C - Lyndale & W of Gauvin,11,14,,,25,10,6,,,16,21,20,,,41,POINT (-97.118064 49.872058)
05/05/2020 09:30:00 PM,B - Wolseley & E of Garfield,,,2,2,4,,,15,3,18,,,17,5,22,POINT (-97.177 49.8796)
05/05/2020 11:45:00 PM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/06/2020 03:00:00 AM,B - Wolseley & E of Garfield,,,0,1,1,,,0,0,0,,,0,1,1,POINT (-97.177 49.8796)
05/12/2020 05:15:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/15/2020 03:00:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/06/2020 06:00:00 PM,C - Kildonan & N of Helmsdale,2,1,,,3,9,9,,,18,11,10,,,21,POINT (-97.1088 49.930400000000006)
04/30/2020 07:00:00 PM,C - Lyndale & W of Gauvin,12,4,,,16,12,10,,,22,24,14,,,38,POINT (-97.118064 49.872058)
05/12/2020 04:30:00 PM,B - Kilkenny & N of Prestwood,4,1,,,5,9,14,,,23,13,15,,,28,POINT (-97.1367 49.7926)
04/30/2020 10:30:00 AM,B - Lyndale & S of Highfield,0,4,,,4,5,9,,,14,5,13,,,18,POINT (-97.135257 49.875265)
05/06/2020 09:00:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,5,0,,,5,5,0,,,5,POINT (-97.1088 49.930400000000006)
05/05/2020 07:30:00 PM,B - Scotia & N of Seven Oaks,8,8,,,16,14,15,,,29,22,23,,,45,POINT (-97.1135 49.9313)
04/29/2020 10:45:00 AM,B - Wellington & W of Oak,,,11,4,15,,,24,17,41,,,35,21,56,POINT (-97.18031 49.876514)
05/05/2020 06:45:00 PM,B - Wolseley & E of Garfield,,,13,23,36,,,25,32,57,,,38,55,93,POINT (-97.177 49.8796)
05/01/2020 01:15:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,2,,,2,0,2,,,2,POINT (-97.135257 49.875265)
05/06/2020 01:00:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
04/29/2020 02:30:00 PM,B - Wellington & W of Oak,,,37,28,65,,,27,39,66,,,64,67,131,POINT (-97.18031 49.876514)
05/12/2020 07:15:00 PM,A - Kings & S of Kings Park Entrance,0,9,,,9,2,2,,,4,2,11,,,13,POINT (-97.1295 49.7989)
05/06/2020 07:30:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1135 49.9313)
05/06/2020 11:00:00 AM,C - Kildonan & N of Helmsdale,0,2,,,2,6,3,,,9,6,5,,,11,POINT (-97.1088 49.930400000000006)
05/01/2020 09:45:00 AM,B - Lyndale & S of Highfield,3,4,,,7,12,11,,,23,15,15,,,30,POINT (-97.135257 49.875265)
05/12/2020 08:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,1,1,,,2,1,1,,,2,POINT (-97.1367 49.7926)
05/12/2020 07:45:00 PM,B - Churchill & E of Eccles S,,,3,6,9,,,16,9,25,,,19,15,34,POINT (-97.116 49.8636)
04/30/2020 02:00:00 PM,B - Lyndale & S of Highfield,4,3,,,7,9,3,,,12,13,6,,,19,POINT (-97.135257 49.875265)
04/30/2020 07:15:00 AM,B - Wellington & W of Oak,,,3,8,11,,,9,12,21,,,12,20,32,POINT (-97.18031 49.876514)
05/12/2020 07:00:00 PM,C - Kilkenny & N of Burgess,6,3,,,9,0,6,,,6,6,9,,,15,POINT (-97.1394 49.7851)
05/05/2020 06:00:00 PM,C - St. Cross & N of Anderson,8,11,,,19,5,6,,,11,13,17,,,30,POINT (-97.123 49.9202)
04/30/2020 10:00:00 PM,B - Lyndale & S of Highfield,0,0,,,0,4,0,,,4,4,0,,,4,POINT (-97.135257 49.875265)
05/12/2020 05:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/06/2020 07:30:00 PM,C - Kildonan & N of Helmsdale,1,1,,,2,5,7,,,12,6,8,,,14,POINT (-97.1088 49.930400000000006)
05/05/2020 03:30:00 PM,B - Wolseley & E of Garfield,,,19,29,48,,,19,13,32,,,38,42,80,POINT (-97.177 49.8796)
05/14/2020 07:30:00 PM,B - Assiniboine & E of Rouge,,,1,6,7,,,5,7,12,,,6,13,19,POINT (-97.3003 49.8657)
05/01/2020 09:00:00 AM,B - Lyndale & S of Highfield,2,0,,,2,1,8,,,9,3,8,,,11,POINT (-97.135257 49.875265)
05/05/2020 10:45:00 PM,B - Scotia & N of Seven Oaks,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1135 49.9313)
05/05/2020 07:30:00 PM,B - Wolseley & E of Garfield,,,16,6,22,,,21,22,43,,,37,28,65,POINT (-97.177 49.8796)
05/12/2020 10:30:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/01/2020 05:30:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/14/2020 07:45:00 PM,C - Assiniboine & W of Westwood,,,0,1,1,,,3,2,5,,,3,3,6,POINT (-97.2922 49.8654)
04/29/2020 08:45:00 PM,B - Wellington & W of Oak,,,15,16,31,,,38,24,62,,,53,40,93,POINT (-97.18031 49.876514)
05/14/2020 06:15:00 PM,B - Egerton & N of Clonard,0,0,,,0,4,0,,,4,4,0,,,4,POINT (-97.1 49.8666)
05/12/2020 10:45:00 AM,B - Churchill & E of Eccles S,,,4,0,4,,,7,7,14,,,11,7,18,POINT (-97.116 49.8636)
05/06/2020 07:45:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,4,4,,,8,4,4,,,8,POINT (-97.1135 49.9313)
05/15/2020 08:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,5,9,14,,,5,9,14,POINT (-97.3003 49.8657)
05/12/2020 06:45:00 PM,A - Kings & S of Kings Park Entrance,5,1,,,6,6,5,,,11,11,6,,,17,POINT (-97.1295 49.7989)
05/12/2020 01:00:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/06/2020 12:30:00 AM,B - Wolseley & E of Garfield,,,0,0,0,,,0,1,1,,,0,1,1,POINT (-97.177 49.8796)
05/12/2020 03:00:00 PM,B - Kilkenny & N of Prestwood,2,5,,,7,3,1,,,4,5,6,,,11,POINT (-97.1367 49.7926)
05/06/2020 07:15:00 PM,C - Kildonan & N of Helmsdale,9,9,,,18,12,15,,,27,21,24,,,45,POINT (-97.1088 49.930400000000006)
05/14/2020 11:45:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/06/2020 09:00:00 AM,B - Wolseley & E of Garfield,,,6,2,8,,,7,6,13,,,13,8,21,POINT (-97.177 49.8796)
05/14/2020 07:00:00 PM,B - Egerton & N of Clonard,0,0,,,0,2,4,,,6,2,4,,,6,POINT (-97.1 49.8666)
05/14/2020 03:30:00 PM,B - Egerton & N of Clonard,0,1,,,1,0,0,,,0,0,1,,,1,POINT (-97.1 49.8666)
05/14/2020 04:30:00 PM,B - Assiniboine & E of Rouge,,,0,1,1,,,4,9,13,,,4,10,14,POINT (-97.3003 49.8657)
05/05/2020 04:15:00 PM,A - Wolseley & E of Raglan,,,19,27,46,,,11,24,35,,,30,51,81,POINT (-97.1906 49.8793)
05/15/2020 07:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,5,5,10,,,5,5,10,POINT (-97.3003 49.8657)
05/12/2020 04:15:00 PM,B - Kilkenny & N of Prestwood,1,3,,,4,3,4,,,7,4,7,,,11,POINT (-97.1367 49.7926)
05/12/2020 08:15:00 PM,C - Churchill & E of Hay,,,5,5,10,,,3,7,10,,,8,12,20,POINT (-97.1274 49.8692)
05/05/2020 07:00:00 PM,A - Scotia & S of Armstrong,6,5,,,11,4,3,,,7,10,8,,,18,POINT (-97.1042 49.9405)
05/12/2020 07:30:00 PM,B - Churchill & E of Eccles S,,,9,16,25,,,11,27,38,,,20,43,63,POINT (-97.116 49.8636)
05/12/2020 11:00:00 AM,B - Kilkenny & N of Prestwood,5,1,,,6,2,3,,,5,7,4,,,11,POINT (-97.1367 49.7926)
04/30/2020 08:45:00 PM,B - Lyndale & S of Highfield,2,2,,,4,19,13,,,32,21,15,,,36,POINT (-97.135257 49.875265)
05/12/2020 01:00:00 PM,B - Churchill & E of Eccles S,,,2,1,3,,,9,13,22,,,11,14,25,POINT (-97.116 49.8636)
05/15/2020 09:00:00 AM,B - Egerton & N of Clonard,0,0,,,0,2,6,,,8,2,6,,,8,POINT (-97.1 49.8666)
05/12/2020 11:45:00 AM,B - Churchill & E of Eccles S,,,1,3,4,,,4,9,13,,,5,12,17,POINT (-97.116 49.8636)
05/12/2020 02:30:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,1,1,,,0,1,1,POINT (-97.116 49.8636)
05/15/2020 01:45:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
04/30/2020 02:45:00 PM,B - Lyndale & S of Highfield,0,7,,,7,7,1,,,8,7,8,,,15,POINT (-97.135257 49.875265)
05/14/2020 04:00:00 PM,B - Egerton & N of Clonard,0,0,,,0,1,8,,,9,1,8,,,9,POINT (-97.1 49.8666)
04/29/2020 11:00:00 PM,B - Wellington & W of Oak,,,1,2,3,,,1,2,3,,,2,4,6,POINT (-97.18031 49.876514)
05/12/2020 03:30:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/12/2020 04:00:00 PM,B - Churchill & E of Eccles S,,,8,6,14,,,8,8,16,,,16,14,30,POINT (-97.116 49.8636)
05/15/2020 03:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/12/2020 10:00:00 PM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/12/2020 03:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/06/2020 01:45:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/06/2020 06:00:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/06/2020 05:45:00 AM,B - Wolseley & E of Garfield,,,0,0,0,,,0,3,3,,,0,3,3,POINT (-97.177 49.8796)
05/14/2020 09:45:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,5,6,11,,,5,6,11,POINT (-97.3003 49.8657)
05/05/2020 07:30:00 PM,C - St. Cross & N of Anderson,18,6,,,24,9,6,,,15,27,12,,,39,POINT (-97.123 49.9202)
04/30/2020 08:15:00 PM,C - Lyndale & W of Gauvin,0,7,,,7,13,10,,,23,13,17,,,30,POINT (-97.118064 49.872058)
05/15/2020 08:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,5,1,6,,,5,1,6,POINT (-97.3003 49.8657)
05/12/2020 10:15:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,0,3,3,,,0,3,3,POINT (-97.116 49.8636)
05/12/2020 11:15:00 AM,B - Churchill & E of Eccles S,,,1,0,1,,,6,6,12,,,7,6,13,POINT (-97.116 49.8636)
04/30/2020 07:15:00 PM,B - Lyndale & S of Highfield,8,11,,,19,19,20,,,39,27,31,,,58,POINT (-97.135257 49.875265)
04/30/2020 01:30:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/12/2020 09:15:00 PM,B - Churchill & E of Eccles S,,,1,0,1,,,5,6,11,,,6,6,12,POINT (-97.116 49.8636)
05/14/2020 03:45:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,2,,,2,0,2,,,2,POINT (-97.1 49.8666)
05/05/2020 07:00:00 PM,C - St. Cross & N of Anderson,7,2,,,9,1,8,,,9,8,10,,,18,POINT (-97.123 49.9202)
05/06/2020 07:15:00 AM,B - Wolseley & E of Garfield,,,6,0,6,,,8,5,13,,,14,5,19,POINT (-97.177 49.8796)
05/14/2020 02:30:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
04/29/2020 11:30:00 AM,B - Wellington & W of Oak,,,17,23,40,,,26,46,72,,,43,69,112,POINT (-97.18031 49.876514)
05/15/2020 02:15:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/15/2020 03:45:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/06/2020 12:00:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/14/2020 02:45:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,2,,,2,0,2,,,2,POINT (-97.1 49.8666)
05/15/2020 01:30:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/14/2020 11:15:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/01/2020 02:00:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/12/2020 02:45:00 PM,B - Churchill & E of Eccles S,,,17,1,18,,,6,4,10,,,23,5,28,POINT (-97.116 49.8636)
05/14/2020 07:30:00 PM,C - Assiniboine & W of Westwood,,,1,3,4,,,9,3,12,,,10,6,16,POINT (-97.2922 49.8654)
05/15/2020 11:45:00 AM,B - Egerton & N of Clonard,3,4,,,7,3,0,,,3,6,4,,,10,POINT (-97.1 49.8666)
05/05/2020 07:15:00 PM,B - Wolseley & E of Garfield,,,33,18,51,,,25,24,49,,,58,42,100,POINT (-97.177 49.8796)
05/06/2020 03:30:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/06/2020 05:00:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1135 49.9313)
05/14/2020 10:00:00 PM,B - Egerton & N of Clonard,1,0,,,1,1,0,,,1,2,0,,,2,POINT (-97.1 49.8666)
04/30/2020 11:15:00 AM,B - Lyndale & S of Highfield,3,4,,,7,12,19,,,31,15,23,,,38,POINT (-97.135257 49.875265)
05/12/2020 10:45:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,0,1,1,,,0,1,1,POINT (-97.116 49.8636)
05/12/2020 11:30:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
04/29/2020 05:15:00 PM,A - Wellington & E of Academy,,,56,47,103,,,17,25,42,,,73,72,145,POINT (-97.206389 49.87613)
05/12/2020 01:00:00 PM,B - Kilkenny & N of Prestwood,3,5,,,8,1,0,,,1,4,5,,,9,POINT (-97.1367 49.7926)
05/06/2020 07:15:00 PM,B - Kildonan & N of Mossdale,10,5,,,15,15,17,,,32,25,22,,,47,POINT (-97.1066 49.9369)
05/12/2020 02:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/12/2020 12:30:00 PM,B - Churchill & E of Eccles S,,,5,1,6,,,5,6,11,,,10,7,17,POINT (-97.116 49.8636)
05/06/2020 10:00:00 PM,C - Kildonan & N of Helmsdale,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1088 49.930400000000006)
05/12/2020 03:45:00 PM,B - Churchill & E of Eccles S,,,2,3,5,,,9,18,27,,,11,21,32,POINT (-97.116 49.8636)
05/12/2020 01:30:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/15/2020 08:00:00 AM,B - Egerton & N of Clonard,0,0,,,0,2,5,,,7,2,5,,,7,POINT (-97.1 49.8666)
05/15/2020 06:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,2,3,5,,,2,3,5,POINT (-97.3003 49.8657)
04/30/2020 07:30:00 PM,C - Lyndale & W of Gauvin,16,6,,,22,19,15,,,34,35,21,,,56,POINT (-97.118064 49.872058)
05/14/2020 09:15:00 PM,B - Assiniboine & E of Rouge,,,1,0,1,,,3,4,7,,,4,4,8,POINT (-97.3003 49.8657)
05/15/2020 02:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/14/2020 11:15:00 AM,B - Assiniboine & E of Rouge,,,1,2,3,,,3,0,3,,,4,2,6,POINT (-97.3003 49.8657)
05/05/2020 06:15:00 PM,C - St. Cross & N of Anderson,8,9,,,17,2,5,,,7,10,14,,,24,POINT (-97.123 49.9202)
05/05/2020 06:00:00 PM,B - Scotia & N of Seven Oaks,11,15,,,26,7,13,,,20,18,28,,,46,POINT (-97.1135 49.9313)
05/05/2020 06:00:00 PM,A - Scotia & S of Armstrong,3,2,,,5,8,9,,,17,11,11,,,22,POINT (-97.1042 49.9405)
05/12/2020 07:45:00 PM,A - Churchill & E of Cockburn S,,,13,7,20,,,4,4,8,,,17,11,28,POINT (-97.13960000000002 49.8558)
05/14/2020 06:00:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.1 49.8666)
04/30/2020 08:30:00 PM,B - Lyndale & S of Highfield,3,3,,,6,14,4,,,18,17,7,,,24,POINT (-97.135257 49.875265)
05/12/2020 06:30:00 PM,B - Kilkenny & N of Prestwood,22,14,,,36,4,8,,,12,26,22,,,48,POINT (-97.1367 49.7926)
05/12/2020 02:00:00 PM,B - Churchill & E of Eccles S,,,0,1,1,,,8,9,17,,,8,10,18,POINT (-97.116 49.8636)
05/15/2020 10:45:00 AM,B - Egerton & N of Clonard,2,0,,,2,2,2,,,4,4,2,,,6,POINT (-97.1 49.8666)
05/06/2020 02:45:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/06/2020 01:30:00 AM,B - Wolseley & E of Garfield,,,0,2,2,,,0,0,0,,,0,2,2,POINT (-97.177 49.8796)
04/29/2020 04:45:00 PM,B - Wellington & W of Oak,,,48,52,100,,,45,46,91,,,93,98,191,POINT (-97.18031 49.876514)
04/30/2020 06:15:00 PM,B - Lyndale & S of Highfield,8,5,,,13,11,13,,,24,19,18,,,37,POINT (-97.135257 49.875265)
05/06/2020 01:30:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
04/30/2020 05:00:00 PM,B - Lyndale & S of Highfield,14,9,,,23,11,10,,,21,25,19,,,44,POINT (-97.135257 49.875265)
05/14/2020 07:30:00 PM,B - Egerton & N of Clonard,0,1,,,1,7,1,,,8,7,2,,,9,POINT (-97.1 49.8666)
04/30/2020 09:00:00 PM,B - Lyndale & S of Highfield,8,7,,,15,6,3,,,9,14,10,,,24,POINT (-97.135257 49.875265)
05/15/2020 04:45:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/14/2020 01:00:00 PM,B - Egerton & N of Clonard,7,1,,,8,3,1,,,4,10,2,,,12,POINT (-97.1 49.8666)
05/05/2020 08:30:00 PM,B - Wolseley & E of Garfield,,,12,3,15,,,19,17,36,,,31,20,51,POINT (-97.177 49.8796)
04/30/2020 06:45:00 PM,A - Lyndale & S of Cromwell,9,13,,,22,6,4,,,10,15,17,,,32,POINT (-97.130648 49.88053200000001)
05/14/2020 10:30:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/01/2020 05:15:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
04/29/2020 03:30:00 PM,B - Wellington & W of Oak,,,35,61,96,,,51,43,94,,,86,104,190,POINT (-97.18031 49.876514)
04/30/2020 07:45:00 PM,C - Lyndale & W of Gauvin,5,5,,,10,14,18,,,32,19,23,,,42,POINT (-97.118064 49.872058)
05/15/2020 10:00:00 AM,B - Egerton & N of Clonard,0,3,,,3,1,4,,,5,1,7,,,8,POINT (-97.1 49.8666)
05/05/2020 04:15:00 PM,C - Wolseley & W of Maryland,,,8,14,22,,,16,10,26,,,24,24,48,POINT (-97.1618 49.88040000000001)
04/30/2020 11:30:00 PM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
04/29/2020 08:00:00 PM,B - Wellington & W of Oak,,,43,27,70,,,60,43,103,,,103,70,173,POINT (-97.18031 49.876514)
04/30/2020 07:30:00 AM,B - Wellington & W of Oak,,,4,5,9,,,8,16,24,,,12,21,33,POINT (-97.18031 49.876514)
05/01/2020 03:00:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/06/2020 11:45:00 AM,B - Scotia & N of Seven Oaks,1,3,,,4,0,8,,,8,1,11,,,12,POINT (-97.1135 49.9313)
05/01/2020 03:30:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/14/2020 10:00:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,2,2,,,0,2,2,POINT (-97.3003 49.8657)
05/12/2020 02:00:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/06/2020 12:45:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/06/2020 01:45:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
04/30/2020 07:45:00 PM,A - Lyndale & S of Cromwell,5,3,,,8,4,4,,,8,9,7,,,16,POINT (-97.130648 49.88053200000001)
05/05/2020 09:00:00 PM,B - Wolseley & E of Garfield,,,4,6,10,,,20,16,36,,,24,22,46,POINT (-97.177 49.8796)
05/12/2020 08:45:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,4,8,12,,,4,8,12,POINT (-97.116 49.8636)
05/14/2020 08:15:00 PM,C - Egerton & N of Bank,1,0,,,1,4,2,,,6,5,2,,,7,POINT (-97.0984 49.8622)
05/12/2020 02:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/14/2020 11:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,5,2,7,,,5,2,7,POINT (-97.3003 49.8657)
05/12/2020 08:30:00 PM,B - Kilkenny & N of Prestwood,3,4,,,7,0,9,,,9,3,13,,,16,POINT (-97.1367 49.7926)
04/30/2020 05:45:00 PM,B - Lyndale & S of Highfield,6,9,,,15,11,10,,,21,17,19,,,36,POINT (-97.135257 49.875265)
05/12/2020 11:45:00 PM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/15/2020 04:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
