Timestamp,Site,Cyclists-Northbound,Cyclists-Southbound,Cyclists-Eastbound,Cyclists-Westbound,Cyclists-Total,Pedestrians-Northbound,Pedestrians-Southbound,Pedestrians-Eastbound,Pedestrians-Westbound,Pedestrians-Total,All-Northbound,All-Southbound,All-Eastbound,All-Westbound,All-Total,Location
05/14/2020 08:15:00 PM,A - Egerton & N of Vivian,3,0,,,3,1,2,,,3,4,2,,,6,POINT (-97.104 49.8706)
05/15/2020 01:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/05/2020 08:45:00 PM,B - Scotia & N of Seven Oaks,0,3,,,3,2,1,,,3,2,4,,,6,POINT (-97.1135 49.9313)
04/29/2020 05:00:00 PM,A - Wellington & E of Academy,,,51,48,99,,,17,16,33,,,68,64,132,POINT (-97.206389 49.87613)
04/29/2020 05:00:00 PM,C - Wellington & W of Maryland Bridge,,,25,42,67,,,28,20,48,,,53,62,115,POINT (-97.164136 49.877286000000005)
05/14/2020 03:00:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,2,1,3,,,2,1,3,POINT (-97.3003 49.8657)
05/12/2020 07:45:00 AM,B - Kilkenny & N of Prestwood,0,1,,,1,1,1,,,2,1,2,,,3,POINT (-97.1367 49.7926)
04/30/2020 11:15:00 PM,B - Lyndale & S of Highfield,0,1,,,1,0,2,,,2,0,3,,,3,POINT (-97.135257 49.875265)
05/12/2020 05:45:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/14/2020 08:30:00 PM,B - Assiniboine & E of Rouge,,,3,2,5,,,4,3,7,,,7,5,12,POINT (-97.3003 49.8657)
05/12/2020 01:15:00 PM,B - Churchill & E of Eccles S,,,4,3,7,,,11,12,23,,,15,15,30,POINT (-97.116 49.8636)
05/05/2020 03:15:00 PM,B - Wolseley & E of Garfield,,,14,16,30,,,26,17,43,,,40,33,73,POINT (-97.177 49.8796)
05/15/2020 01:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/12/2020 07:00:00 PM,A - Kings & S of Kings Park Entrance,12,3,,,15,8,3,,,11,20,6,,,26,POINT (-97.1295 49.7989)
